student_id,date,program,location,score_reading,score_writing,score_mathNoCalc,score_mathCalc
129536,10/06/2016,refresh,center,643,67,558,512
129536,18/07/2016,refresh,online,656,68,566,518
129536,23/07/2016,tutoring,center,667,71,586,536
129538,11/08/2017,intake,NA,481,59,313,464
129538,22/08/2017,skills,center,488,60,325,472
129538,01/09/2017,tutoring,center,499,62,343,487
129538,22/10/2017,tutoring,center,509,65,358,497
129540,13/02/2018,intake,NA,530,56,590,530
129540,14/03/2018,skills,center,531,58,604,535
129540,14/04/2018,skills,center,556,60,628,558
129540,15/05/2018,tutoring,center,596,65,666,606
129541,21/07/2018,intake,NA,554,40,608,640
129541,05/08/2018,skills,center,569,41,625,660
129541,18/09/2018,skills,center,587,43,660,682
129542,24/05/2016,intake,NA,552,42,463,655
129542,22/06/2016,skills,center,559,43,488,667
129543,20/06/2016,intake,NA,484,33,282,478
129543,14/07/2016,refresh,online,487,34,288,482
129543,04/08/2016,refresh,center,490,35,298,482
129558,08/06/2016,intake,NA,539,57,345,580
129558,29/06/2016,skills,center,558,58,357,594
129558,15/08/2016,skills,center,586,60,371,612
129559,02/01/2017,intake,NA,690,33,537,433
129559,30/01/2017,refresh,online,687,33,540,431
129559,11/02/2017,skills,center,710,33,565,452
129559,02/03/2017,skills,center,746,35,602,469
129562,26/05/2017,intake,NA,737,66,470,511
129562,14/06/2017,skills,center,763,69,492,527
129562,28/07/2017,refresh,online,789,71,505,533
129573,20/07/2017,intake,NA,703,55,396,620
129573,09/08/2017,skills,center,719,57,412,647
129573,01/09/2017,skills,center,753,60,430,682
129573,23/09/2017,skills,center,764,61,433,684
129579,14/12/2017,intake,NA,559,45,411,468
129579,25/01/2018,tutoring,online,590,46,441,505
129579,25/02/2018,refresh,center,597,47,437,513
129579,10/05/2018,skills,center,599,47,449,525
129579,19/07/2018,refresh,online,621,48,463,552
129587,21/11/2016,intake,NA,673,54,145,617
129587,03/12/2016,skills,center,681,56,151,629
129587,08/01/2017,skills,center,695,57,159,658
129592,25/10/2018,intake,NA,744,43,278,559
129592,14/11/2018,skills,center,761,45,289,577
129592,07/12/2018,refresh,center,775,45,292,577
129597,23/04/2018,intake,NA,629,46,684,698
129597,14/05/2018,refresh,online,637,46,699,682
129597,11/06/2018,tutoring,online,669,50,773,725
129608,19/04/2016,intake,NA,560,45,276,626
129608,03/05/2016,skills,center,565,46,282,644
129610,23/08/2017,intake,NA,580,50,377,683
129610,06/09/2017,skills,center,595,53,389,692
129610,03/10/2017,tutoring,center,615,54,405,710
129610,12/11/2017,skills,center,643,55,424,742
129614,13/07/2018,intake,NA,620,49,351,477
129614,08/08/2018,skills,center,637,50,368,491
129614,16/09/2018,skills,center,668,52,388,519
129620,12/12/2017,intake,NA,612,51,470,417
129620,23/12/2017,skills,center,618,51,483,429
129621,22/10/2017,intake,NA,611,40,442,628
129621,16/11/2017,tutoring,center,618,42,458,645
129621,13/12/2017,refresh,center,627,42,462,655
129622,11/08/2016,intake,NA,556,31,679,726
129622,02/09/2016,skills,center,566,31,706,754
129622,31/10/2016,skills,center,603,32,732,773
129624,18/03/2018,intake,NA,524,63,359,441
129624,31/03/2018,skills,center,542,64,367,446
129624,25/04/2018,skills,center,567,66,394,462
129625,17/12/2017,intake,NA,657,48,335,386
129625,15/01/2018,skills,center,661,48,344,390
129625,23/02/2018,tutoring,center,710,52,372,418
129625,23/02/2018,tutoring,center,748,55,402,447
129625,26/02/2018,refresh,center,751,55,403,450
129631,26/10/2016,intake,NA,625,56,627,611
129631,21/11/2016,skills,center,647,58,649,632
129631,28/12/2016,refresh,online,662,58,653,640
129634,18/04/2016,intake,NA,447,57,613,616
129634,09/05/2016,skills,center,461,58,621,637
129634,17/06/2016,tutoring,center,472,60,638,653
129636,31/05/2017,intake,NA,596,78,517,778
129636,20/06/2017,skills,center,607,81,543,788
129640,13/01/2016,intake,NA,617,37,666,472
129640,31/01/2016,refresh,online,627,37,696,473
129640,01/03/2016,tutoring,center,644,38,743,490
129640,12/04/2016,refresh,online,657,38,776,517
129649,20/09/2017,intake,NA,438,60,437,562
129649,03/10/2017,skills,center,444,61,451,577
129650,27/11/2017,intake,NA,491,42,418,462
129650,31/12/2017,skills,center,496,42,427,460
129661,14/07/2016,intake,NA,630,51,307,346
129661,25/07/2016,refresh,online,640,51,312,343
129661,14/08/2016,skills,center,648,52,326,354
129661,09/10/2016,tutoring,center,664,53,338,369
129667,04/03/2016,intake,NA,671,61,590,459
129667,26/03/2016,tutoring,center,714,64,620,470
129667,09/05/2016,tutoring,center,736,65,641,485
129669,11/08/2017,intake,NA,691,52,357,83
129669,25/08/2017,skills,center,702,54,366,86
129678,02/07/2018,intake,NA,528,22,303,571
129678,17/07/2018,skills,center,539,23,318,583
129680,24/06/2018,intake,NA,576,39,388,225
129680,20/07/2018,skills,center,603,41,409,234
129682,18/06/2016,intake,NA,549,31,206,688
129682,22/06/2016,tutoring,center,573,32,216,713
129686,30/12/2016,intake,NA,524,46,681,525
129686,20/01/2017,skills,center,539,47,704,540
129686,16/02/2017,skills,center,562,49,743,564
129686,22/02/2017,tutoring,center,567,51,783,574
129687,18/04/2018,intake,NA,361,39,211,567
129687,18/05/2018,skills,center,377,40,219,587
129688,29/09/2017,intake,NA,535,51,650,466
129688,16/10/2017,skills,center,546,53,676,479
129697,28/03/2018,intake,NA,574,42,347,584
129697,19/04/2018,refresh,online,573,42,347,591
129697,01/06/2018,skills,center,581,43,354,593
129699,25/08/2016,intake,NA,557,21,628,569
129699,09/09/2016,skills,center,568,22,650,586
129702,06/04/2017,intake,NA,566,55,310,590
129702,26/04/2017,skills,center,585,57,325,608
129703,22/04/2018,intake,NA,677,59,317,422
129703,11/05/2018,skills,center,686,62,329,435
129703,30/05/2018,tutoring,online,723,65,367,451
129703,24/07/2018,skills,center,742,68,384,465
129715,12/05/2017,intake,NA,475,56,275,427
129715,21/05/2017,tutoring,center,490,59,291,443
129719,22/05/2017,intake,NA,598,39,300,323
129719,11/06/2017,skills,center,613,40,312,333
129728,19/07/2018,intake,NA,448,68,285,555
129728,07/08/2018,skills,center,459,69,294,569
129728,26/08/2018,skills,center,487,71,316,598
129729,09/08/2017,intake,NA,594,67,686,474
129729,27/08/2017,skills,center,602,68,714,492
129729,02/10/2017,skills,center,613,72,753,511
129729,04/11/2017,tutoring,center,626,74,786,527
129739,22/12/2016,intake,NA,594,48,369,475
129739,07/01/2017,refresh,online,589,48,375,477
129739,26/01/2017,skills,center,604,49,390,492
129739,18/03/2017,skills,center,632,51,411,514
129762,04/09/2018,intake,NA,573,36,263,425
129762,20/09/2018,tutoring,center,607,39,286,456
129762,24/10/2018,tutoring,online,646,40,316,479
129762,20/11/2018,skills,center,662,41,327,482
129765,09/06/2017,intake,NA,509,41,707,604
129765,02/07/2017,refresh,center,512,41,719,617
129765,11/08/2017,tutoring,center,532,43,768,641
129768,29/08/2018,intake,NA,533,47,640,500
129768,17/09/2018,skills,center,546,48,667,508
129768,09/10/2018,tutoring,online,572,51,726,529
129768,08/11/2018,skills,center,601,54,775,544
129771,03/11/2016,intake,NA,604,63,487,471
129771,06/11/2016,skills,center,608,64,496,478
129772,05/07/2017,intake,NA,678,28,412,571
129772,30/07/2017,tutoring,center,697,30,438,597
129772,15/08/2017,skills,center,701,31,448,610
129772,04/09/2017,skills,center,737,32,471,635
129772,27/10/2017,tutoring,center,742,33,486,660
129792,20/04/2018,intake,NA,647,50,494,665
129792,19/05/2018,refresh,online,666,51,511,668
129792,15/06/2018,tutoring,online,699,54,578,720
129792,24/08/2018,skills,center,731,55,592,744
129794,19/05/2017,intake,NA,590,64,362,703
129794,08/06/2017,tutoring,center,599,66,377,740
129794,05/07/2017,refresh,online,597,67,389,751
129795,11/08/2018,intake,NA,460,33,725,605
129795,07/09/2018,skills,center,466,34,746,619
129795,09/10/2018,refresh,online,479,34,766,613
129798,18/07/2018,intake,NA,723,59,410,487
129798,06/08/2018,skills,center,744,62,436,501
129798,11/09/2018,tutoring,center,796,69,480,539
129811,17/06/2017,intake,NA,655,67,678,489
129811,04/07/2017,refresh,center,658,66,677,493
129814,15/06/2017,intake,NA,487,36,487,649
129814,27/06/2017,refresh,online,482,36,489,662
129814,22/07/2017,skills,center,494,37,505,678
129814,11/09/2017,tutoring,center,504,38,529,697
129824,02/02/2017,intake,NA,571,62,679,296
129824,28/02/2017,skills,center,583,63,693,299
129824,01/04/2017,refresh,online,584,63,704,299
129825,01/04/2017,intake,NA,667,51,379,685
129825,20/04/2017,skills,center,685,52,390,702
129825,19/05/2017,skills,center,708,55,404,723
129827,25/08/2017,intake,NA,499,42,451,585
129827,29/08/2017,skills,center,506,44,473,606
129827,12/10/2017,skills,center,529,45,501,634
129832,05/09/2017,intake,NA,545,65,646,222
129832,05/10/2017,skills,center,564,66,671,225
129832,01/11/2017,skills,center,591,70,719,237
129832,29/12/2017,skills,center,596,70,723,241
129833,31/05/2016,intake,NA,490,42,449,320
129833,29/06/2016,skills,center,505,43,463,333
129833,12/07/2016,tutoring,center,528,45,481,343
129833,08/08/2016,refresh,online,543,47,501,353
129835,23/11/2017,intake,NA,560,41,449,564
129835,11/12/2017,refresh,center,564,41,449,576
129835,31/12/2017,refresh,online,572,42,455,576
129835,23/01/2018,tutoring,online,601,44,500,602
129835,31/03/2018,refresh,online,616,45,510,617
129849,28/03/2016,intake,NA,541,49,400,606
129849,28/04/2016,tutoring,center,556,50,419,624
129849,30/05/2016,skills,center,569,51,432,640
129854,18/06/2018,intake,NA,406,54,368,527
129854,07/07/2018,refresh,center,404,54,374,536
129854,13/08/2018,tutoring,center,423,57,403,573
129854,27/10/2018,skills,center,427,58,416,589
129859,24/12/2016,intake,NA,569,58,311,694
129859,15/01/2017,skills,center,584,60,322,705
129859,11/02/2017,refresh,online,590,61,330,724
129861,13/05/2016,intake,NA,618,70,459,683
129861,21/06/2016,tutoring,center,634,73,479,700
129861,14/07/2016,skills,center,641,74,496,710
129861,22/07/2016,tutoring,center,649,76,522,736
129865,19/04/2016,intake,NA,526,59,656,396
129865,09/05/2016,skills,center,537,61,667,404
129865,11/06/2016,skills,center,555,63,686,418
129865,30/07/2016,refresh,online,553,65,699,421
129876,06/10/2016,intake,NA,723,36,210,742
129876,02/11/2016,refresh,online,725,37,217,749
129876,26/11/2016,skills,center,753,39,232,779
129881,13/06/2017,intake,NA,605,68,721,563
129881,24/06/2017,refresh,online,615,68,732,566
129881,06/07/2017,refresh,center,616,68,749,570
129881,07/08/2017,refresh,center,614,69,770,575
129893,22/01/2017,intake,NA,442,70,166,479
129893,31/01/2017,refresh,online,443,70,169,479
129893,23/02/2017,tutoring,center,452,73,178,493
129903,09/04/2017,intake,NA,593,41,343,633
129903,03/05/2017,skills,center,615,42,361,659
129903,11/06/2017,refresh,center,608,43,366,677
129907,10/12/2016,intake,NA,690,52,700,580
129907,17/01/2017,refresh,online,703,50,705,585
129907,15/02/2017,refresh,online,701,51,712,585
129907,23/02/2017,tutoring,center,716,52,737,599
129911,29/06/2016,intake,NA,657,33,342,380
129911,19/07/2016,skills,center,678,34,360,393
129911,02/08/2016,skills,center,700,36,375,410
129922,14/11/2016,intake,NA,603,60,460,728
129922,09/12/2016,skills,center,610,61,481,745
129922,02/01/2017,refresh,online,626,62,483,754
129922,26/01/2017,refresh,online,638,64,500,784
129930,14/05/2017,intake,NA,527,54,677,560
129930,08/06/2017,tutoring,center,543,57,716,592
129930,14/06/2017,skills,center,552,59,735,608
129935,27/07/2017,intake,NA,684,39,623,607
129935,14/08/2017,skills,center,705,40,655,630
129942,18/05/2017,intake,NA,596,59,529,621
129942,05/06/2017,skills,center,612,60,538,638
129942,11/07/2017,refresh,online,620,61,543,649
129942,21/08/2017,skills,center,645,64,573,654
129942,12/09/2017,tutoring,center,663,66,597,690
129944,20/11/2016,intake,NA,659,45,353,398
129944,13/12/2016,skills,center,666,46,370,411
129944,28/12/2016,skills,center,695,48,401,427
129944,28/12/2016,tutoring,center,700,50,411,439
129946,12/03/2018,intake,NA,760,54,360,435
129946,06/04/2018,skills,center,772,54,373,451
129950,02/03/2018,intake,NA,473,32,321,548
129950,30/03/2018,skills,center,481,33,330,565
129951,28/01/2016,intake,NA,712,28,592,460
129951,15/02/2016,refresh,center,719,28,600,465
129959,12/07/2016,intake,NA,566,45,349,671
129959,16/08/2016,skills,center,583,46,363,680
129959,28/08/2016,tutoring,center,598,48,386,691
129975,29/09/2017,intake,NA,442,68,482,410
129975,13/10/2017,skills,center,440,68,493,411
129975,20/11/2017,skills,center,451,70,517,421
129976,07/10/2017,intake,NA,663,38,534,651
129976,19/10/2017,skills,center,689,40,561,669
129976,24/11/2017,skills,center,714,41,604,704
129976,12/12/2017,tutoring,center,743,43,637,737
129980,01/10/2018,intake,NA,658,49,235,432
129980,02/11/2018,skills,center,667,51,242,434
129991,08/11/2017,intake,NA,506,43,409,608
129991,27/11/2017,refresh,online,515,43,407,611
129991,22/12/2017,skills,center,524,44,424,618
129992,26/05/2018,intake,NA,678,18,363,479
129992,18/06/2018,refresh,online,682,18,367,485
129992,21/07/2018,tutoring,center,719,19,390,529
129993,07/03/2016,intake,NA,631,26,390,618
129993,20/03/2016,skills,center,653,26,403,625
129993,21/04/2016,tutoring,center,674,27,420,649
129994,22/07/2016,intake,NA,648,72,132,536
129994,14/08/2016,refresh,center,654,72,131,547
129994,16/09/2016,tutoring,center,664,74,135,569
129995,20/02/2016,intake,NA,477,62,324,654
129995,16/03/2016,skills,center,482,63,341,668
130000,14/01/2018,intake,NA,620,44,390,373
130000,17/01/2018,skills,center,636,44,405,387
130000,28/02/2018,refresh,online,642,45,410,384
130002,11/07/2018,intake,NA,625,46,394,428
130002,31/07/2018,refresh,online,631,46,390,425
130003,15/12/2017,intake,NA,751,51,384,535
130003,25/12/2017,skills,center,766,52,403,543
130005,30/11/2016,intake,NA,648,52,650,215
130005,04/01/2017,skills,center,658,52,667,222
130017,25/01/2016,intake,NA,529,48,566,555
130017,05/02/2016,skills,center,534,49,580,566
130017,14/02/2016,skills,center,554,50,611,595
130021,01/04/2018,intake,NA,394,43,532,597
130021,03/05/2018,skills,center,404,45,543,606
130021,19/06/2018,skills,center,420,47,577,635
130044,22/04/2016,intake,NA,688,28,386,509
130044,23/05/2016,skills,center,695,29,403,518
130050,31/10/2016,intake,NA,461,43,533,738
130050,23/11/2016,skills,center,476,45,556,774
130054,15/09/2018,intake,NA,652,34,717,366
130054,30/09/2018,tutoring,online,683,37,775,394
130063,30/10/2018,intake,NA,727,25,420,516
130063,04/12/2018,skills,center,749,27,438,532
130070,07/09/2017,intake,NA,557,54,653,584
130070,25/09/2017,tutoring,center,582,56,694,614
130070,19/11/2017,skills,center,603,58,716,638
130072,07/04/2017,intake,NA,424,51,610,458
130072,01/05/2017,skills,center,435,51,628,465
130072,08/05/2017,skills,center,450,52,674,488
130087,15/07/2018,intake,NA,581,86,332,505
130087,28/07/2018,tutoring,center,618,91,361,552
130087,03/09/2018,tutoring,center,658,97,396,599
130090,21/01/2017,intake,NA,582,61,359,691
130090,07/02/2017,tutoring,center,599,63,382,712
130095,22/12/2017,intake,NA,712,49,404,568
130095,18/01/2018,skills,center,727,50,423,585
130095,26/02/2018,refresh,online,733,50,428,584
130095,07/04/2018,refresh,center,733,51,427,588
130095,11/06/2018,tutoring,online,762,53,477,627
130098,30/06/2016,intake,NA,626,41,357,615
130098,08/07/2016,skills,center,636,41,368,629
130098,19/08/2016,refresh,online,649,41,370,635
130098,18/09/2016,tutoring,center,660,42,382,656
130098,01/11/2016,refresh,center,665,43,390,670
130100,17/04/2016,intake,NA,614,47,366,652
130100,07/05/2016,skills,center,635,48,386,672
130100,21/06/2016,refresh,online,646,49,396,696
130100,10/08/2016,tutoring,center,667,51,421,729
130102,31/10/2018,intake,NA,555,47,645,659
130102,28/11/2018,skills,center,563,48,662,670
130102,11/12/2018,refresh,center,559,48,675,669
130102,21/12/2018,refresh,center,563,48,688,671
130102,01/01/2019,refresh,online,581,49,718,688
130107,19/04/2016,intake,NA,529,33,628,607
130107,06/05/2016,tutoring,center,550,34,654,620
130107,09/06/2016,skills,center,563,34,675,638
130107,26/07/2016,tutoring,center,578,36,703,649
130108,16/09/2018,intake,NA,479,40,368,668
130108,04/10/2018,skills,center,485,41,381,674
130108,14/11/2018,skills,center,509,42,406,694
130111,03/04/2016,intake,NA,499,83,489,690
130111,28/04/2016,refresh,online,507,82,499,688
130114,14/09/2017,intake,NA,609,50,616,664
130114,15/10/2017,tutoring,center,623,53,637,678
130114,25/10/2017,refresh,online,618,53,662,684
130114,19/11/2017,skills,center,627,53,692,701
130114,23/12/2017,refresh,online,651,54,715,712
130115,21/09/2017,intake,NA,652,64,593,678
130115,21/10/2017,skills,center,667,65,617,690
130115,11/11/2017,skills,center,697,68,646,731
130115,15/12/2017,refresh,online,704,70,658,740
130117,08/01/2017,intake,NA,511,57,616,443
130117,19/01/2017,skills,center,517,57,641,456
130117,19/03/2017,skills,center,527,60,663,470
130117,24/05/2017,refresh,center,540,60,667,469
130119,16/09/2016,intake,NA,541,28,420,545
130119,09/10/2016,refresh,center,546,28,428,543
130119,13/11/2016,tutoring,center,558,28,443,553
130121,28/09/2017,intake,NA,632,34,633,553
130121,22/10/2017,skills,center,662,34,658,570
130121,25/11/2017,skills,center,683,36,694,585
130131,11/03/2016,intake,NA,485,61,325,614
130131,04/04/2016,skills,center,503,63,340,631
130131,09/04/2016,skills,center,527,67,362,658
130131,23/04/2016,tutoring,center,542,69,386,687
